id,specilization_name,college_dunia_link,target_study_link,careers_360_link,course_id,status,is_deleted,created_on,created_by,updated_by,updated_on,spec_normalized
359,Disaster Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,d m
359,Disaster Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,dm
359,Disaster Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
359,Disaster Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,disaster management
360,Editing,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,editing
361,Film and TV Production,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,f a t p
361,Film and TV Production,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,film and tv production
361,Film and TV Production,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fatp
362,Financial Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
362,Financial Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fm
362,Financial Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,financial management
362,Financial Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,f m
362,Financial Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,finance
363,Industrial Relations and Personal Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,i r a p m
363,Industrial Relations and Personal Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,industrial relations and personal management
363,Industrial Relations and Personal Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
363,Industrial Relations and Personal Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,irapm
364,Interior Design,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,id
364,Interior Design,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,interior design
364,Interior Design,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,i d
365,Journalism,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,journalism
366,Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
366,Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,management
367,Marketing Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
367,Marketing Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,m m
367,Marketing Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mm
367,Marketing Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,marketing management
367,Marketing Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,marketing
368,Mass Comm,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mass comm
368,Mass Comm,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,m c
368,Mass Comm,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mc
369,Operations Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,om
369,Operations Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,operations management
369,Operations Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
369,Operations Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,o m
370,PR,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,pr
371,Radio Jockey,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,radio jockey
371,Radio Jockey,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,r j
371,Radio Jockey,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,rj
372,Supply Chain Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
372,Supply Chain Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,supply chain management
372,Supply Chain Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,scm
372,Supply Chain Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,s c m
373,Tourism,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tourism
374,Chemical,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,chemical
375,Civil,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,civil
377,Electronics,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,electronics
378,Mechanical,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mechanical
380,Clinical Research,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,clinical research
380,Clinical Research,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,c r
380,Clinical Research,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,cr
381,Business Finance,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,business finance
381,Business Finance,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bf
381,Business Finance,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,b f
382,Quantitative Techniques in Business,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,qtib
382,Quantitative Techniques in Business,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,quantitative techniques in business
382,Quantitative Techniques in Business,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,q t i b
383,Marketing & Distribution,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,m & d
383,Marketing & Distribution,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,marketing & distribution
383,Marketing & Distribution,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,m&d
384,Human Resources Management,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,human resources management
384,Human Resources Management,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hr management
384,Human Resources Management,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
384,Human Resources Management,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hrm
384,Human Resources Management,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,h r m
385,System Analysis and Operations Management,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
385,System Analysis and Operations Management,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,s a a o m
385,System Analysis and Operations Management,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,saaom
385,System Analysis and Operations Management,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,system analysis and operations management
386,Regional and Transport Economics,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,rate
386,Regional and Transport Economics,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,r a t e
386,Regional and Transport Economics,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,regional and transport economics
387,Applied Environmental Economics & Policy,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,applied environmental economics & policy
387,Applied Environmental Economics & Policy,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,aee&p
387,Applied Environmental Economics & Policy,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,a e e & p
388,Social Work,,,,55,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,sw
388,Social Work,,,,55,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,social work
388,Social Work,,,,55,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,s w
389,Computers,,,,56,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,computers
390,Advertising/Mass Communication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,a c
390,Advertising/Mass Communication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ac
390,Advertising/Mass Communication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,advertising/mass comm
390,Advertising/Mass Communication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,advertising/mass communication
391,Agriculture,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,agriculture
392,Anthropology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,anthropology
393,Architecture,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,architecture
394,Arts & Humanities,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,a & h
394,Arts & Humanities,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,a&h
394,Arts & Humanities,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,arts & humanities
395,Automobile,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,automobile
396,Aviation,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,aviation
397,Bio-Chemistry/Bio-Technology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bio-chemistry/bio-technology
397,Bio-Chemistry/Bio-Technology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
398,Biomedical,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,biomedical
399,Biotechnology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,biotechnology
399,Biotechnology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
399,Biotechnology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,biotech
400,Ceramics,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ceramics
401,Chemical,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,chemical
402,Chemistry,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,chemistry
403,Civil,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,civil
404,Commerce,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bcom
404,Commerce,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,commerce
404,Commerce,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mcom
405,Communication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,communication
406,Computers,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,computers
407,Dairy Technology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,d t
407,Dairy Technology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,dt
407,Dairy Technology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,dairy technology
407,Dairy Technology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
408,Dermatology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,dermatology
409,Economics,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,economics
411,Electronics/Telecomnication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,electronics/telecomnication
412,Energy,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,energy
413,ENT,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ent
414,Environmental,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,environmental
415,Fashion Designing/Other Designing,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fashion designing/other designing
415,Fashion Designing/Other Designing,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fdd
415,Fashion Designing/Other Designing,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,f d d
415,Fashion Designing/Other Designing,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fashioning/other designing
416,Film,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,film
417,Finance,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,finance
418,Fine arts,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,f a
418,Fine arts,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fa
418,Fine arts,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fine arts
419,Food Technology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,food technology
419,Food Technology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,f t
419,Food Technology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ft
419,Food Technology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
420,History,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,history
421,Hotel Management,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hm
421,Hotel Management,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
421,Hotel Management,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,h m
421,Hotel Management,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hotel management
422,HR/Industrial Relations,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,h r
422,HR/Industrial Relations,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hr
422,HR/Industrial Relations,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hr/industrial relations
423,Immunology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,immunology
424,Instrumentation,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,instrumentation
425,International Business,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,international business
425,International Business,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,i b
425,International Business,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ib
426,Journalism,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,journalism
427,Law,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,law
428,Literature,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,literature
429,Marine,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,marine
430,Marketing,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,marketing
431,Maths,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,maths
432,Mechanical,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mechanical
433,Medicine,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,medicine
434,Metallurgy,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,metallurgy
435,Microbiology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,microbiology
436,Mineral,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mineral
437,Mining,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mining
438,Neonatal,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,neonatal
439,Nuclear,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,nuclear
440,Obstretrics,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,obstretrics
442,Other Doctorate,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,od
442,Other Doctorate,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,other doctorate
442,Other Doctorate,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,o d
443,Electronics / Telecommunication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,e / t
443,Electronics / Telecommunication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,telecom
443,Electronics / Telecommunication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ece
443,Electronics / Telecommunication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,extc
443,Electronics / Telecommunication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ec
443,Electronics / Telecommunication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,electronics / telecommunication
443,Electronics / Telecommunication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,etc
443,Electronics / Telecommunication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,e/t
446,Paint/Oil,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,paint/oil
447,Pathology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,pathology
448,Pediatrics,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,pediatrics
449,Petroleum,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,petroleum
450,Pharmacy,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mpharm
450,Pharmacy,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,pharmacy
450,Pharmacy,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,pharmd
450,Pharmacy,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bpharm
451,Physics,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,physics
452,Plastics,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,plastics
453,Production/Industrial,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,production/industrial
454,Psychiatry,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,psychiatry
455,Psychology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,psychology
456,Radiology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,radiology
457,Rheumatology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,rheumatology
458,Sanskrit,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,sanskrit
459,Sociology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,sociology
460,Statistics,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,statistics
461,Systems,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,systems
462,Textile,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,textile
463,Vocational Courses,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,vocational courses
463,Vocational Courses,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,vc
463,Vocational Courses,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,v c
464,Advertising/Mass Communication,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,a c
464,Advertising/Mass Communication,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ac
464,Advertising/Mass Communication,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,advertising/mass comm
464,Advertising/Mass Communication,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,advertising/mass communication
465,Agriculture,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,agriculture
466,Anthropology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,anthropology
467,Architecture,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,architecture
468,Arts & Humanities,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,a & h
468,Arts & Humanities,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,a&h
468,Arts & Humanities,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,arts & humanities
469,Automobile,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,automobile
470,Aviation,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,aviation
471,Bio-Chemistry/Bio-Technology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bio-chemistry/bio-technology
471,Bio-Chemistry/Bio-Technology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
472,Biomedical,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,biomedical
473,Biotechnology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,biotechnology
473,Biotechnology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
473,Biotechnology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,biotech
474,Ceramics,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ceramics
475,Chemical,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,chemical
476,Chemistry,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,chemistry
477,Civil,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,civil
478,Commerce,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,bcom
478,Commerce,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,commerce
478,Commerce,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mcom
479,Communication,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,communication
480,Computers,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,computers
481,Dairy Technology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,d t
481,Dairy Technology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,dt
481,Dairy Technology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,dairy technology
481,Dairy Technology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
482,Dermatology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,dermatology
483,Economics,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,economics
484,Electrical,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,electrical
485,Electronics/Telecomnication,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,electronics/telecomnication
486,Energy,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,energy
487,ENT,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ent
488,Environmental,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,environmental
489,Fashion Designing/Other Designing,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fashion designing/other designing
489,Fashion Designing/Other Designing,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fdd
489,Fashion Designing/Other Designing,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,f d d
489,Fashion Designing/Other Designing,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fashioning/other designing
490,Film,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,film
491,Finance,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,finance
492,Fine arts,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,f a
492,Fine arts,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fa
492,Fine arts,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,fine arts
493,Food Technology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,food technology
493,Food Technology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,f t
493,Food Technology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ft
493,Food Technology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,tech
494,History,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,history
495,Hotel Management,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hm
495,Hotel Management,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mgmt
495,Hotel Management,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,h m
495,Hotel Management,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hotel management
496,HR/Industrial Relations,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,h r
496,HR/Industrial Relations,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hr
496,HR/Industrial Relations,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,hr/industrial relations
497,Immunology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,immunology
498,Instrumentation,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,instrumentation
499,International Business,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,international business
499,International Business,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,i b
499,International Business,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,ib
500,Journalism,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,journalism
501,Law,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,law
502,Literature,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,literature
503,Marine,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,marine
504,Marketing,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,marketing
505,Maths / Mathematics,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,m/m
505,Maths / Mathematics,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,maths / mathematics
505,Maths / Mathematics,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,m / m
506,Mechanical,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mechanical
507,Medicine,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,medicine
508,Metallurgy,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,metallurgy
509,Microbiology,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,microbiology
510,Mineral,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mineral
511,Mining,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,mining
512,Neonatal,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,neonatal
513,Nuclear,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,nuclear
514,Obstretrics,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,obstretrics
516,Other Doctorate,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,od
516,Other Doctorate,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,other doctorate
516,Other Doctorate,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,o d
517,Other Engineering,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,o e
517,Other Engineering,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,other engineering
517,Other Engineering,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,oe
518,Other Management,,,,58,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31,om
